tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569996412286582784,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,N/A,murphicus,N/A,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,N/A,2015-02-23 15:05:09 -0800,"new york, new york",Eastern Time (US & Canada)
569989034501500928,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,rachie1126,N/A,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,N/A,2015-02-23 14:35:50 -0800,"New York, NY",Eastern Time (US & Canada)
569976620158578688,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,onerockgypsy,N/A,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,N/A,2015-02-23 13:46:30 -0800,next city,Pacific Time (US & Canada)
569973821396152323,negative,1.0,Late Flight,0.6789,Virgin America,N/A,noelduan,N/A,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",N/A,2015-02-23 13:35:23 -0800,SF ↔ NY,Eastern Time (US & Canada)
569967019958730753,negative,1.0,Lost Luggage,1.0,Virgin America,N/A,gianagon,N/A,0,@VirginAmerica everything was fine until you lost my bag,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,New York + Panama,Eastern Time (US & Canada)
569946362126602240,negative,1.0,Flight Attendant Complaints,0.3516,Virgin America,N/A,seimatrun,N/A,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,N/A,2015-02-23 11:46:16 -0800,Los Angeles,N/A
569935232033366017,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,meme_meng,N/A,0,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,N/A,2015-02-23 11:02:02 -0800,N/A,N/A
569933816963342337,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,GunsNDip,N/A,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,N/A,2015-02-23 10:56:25 -0800,N/A,Pacific Time (US & Canada)
569933405506310144,negative,0.6792,Late Flight,0.3477,Virgin America,N/A,arieldaie,N/A,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,N/A,2015-02-23 10:54:47 -0800,Los Angeles,N/A
569933360564342784,negative,1.0,Can't Tell,1.0,Virgin America,N/A,GunsNDip,N/A,0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,N/A,2015-02-23 10:54:36 -0800,N/A,Pacific Time (US & Canada)
569929243146088448,negative,1.0,Can't Tell,1.0,Virgin America,N/A,GunsNDip,N/A,0,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,N/A,2015-02-23 10:38:14 -0800,N/A,Pacific Time (US & Canada)
569926998824394752,negative,1.0,Flight Booking Problems,1.0,Virgin America,N/A,jsatk,N/A,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,"[0.0, 0.0]",2015-02-23 10:29:19 -0800,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
569919041244147712,negative,1.0,Can't Tell,0.6513,Virgin America,N/A,MaryAnnTaylorT,N/A,0,@VirginAmerica Why is the site down?  When will it be back up?,N/A,2015-02-23 09:57:42 -0800,"New York, NY",Arizona
569911816937033728,negative,1.0,Cancelled Flight,1.0,Virgin America,N/A,AlisonK33774854,N/A,0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,N/A,2015-02-23 09:29:00 -0800,N/A,N/A
569911674158731264,negative,1.0,Late Flight,1.0,Virgin America,N/A,GunsNDip,N/A,0,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",N/A,2015-02-23 09:28:26 -0800,N/A,Pacific Time (US & Canada)
569910981868060673,negative,1.0,Customer Service Issue,0.6863,Virgin America,N/A,MerchEngines,N/A,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",N/A,2015-02-23 09:25:41 -0800,"Los Angeles, CA",Arizona
569909224521641984,negative,1.0,Customer Service Issue,0.6771,Virgin America,N/A,ColorCartel,N/A,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,N/A,2015-02-23 09:18:42 -0800,"Austin, TX",Mountain Time (US & Canada)
569907336485019648,negative,1.0,Can't Tell,0.659,Virgin America,N/A,MustBeSpoken,N/A,0,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,N/A,2015-02-23 09:11:12 -0800,N/A,N/A
569896805611089920,negative,1.0,Flight Booking Problems,0.6714,Virgin America,N/A,mattbunk,N/A,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,N/A,2015-02-23 08:29:21 -0800,"Sterling Heights, MI",Eastern Time (US & Canada)
569894449620369408,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,louisjenny,N/A,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,N/A,2015-02-23 08:19:59 -0800,Washington DC,Quito
569892199690678272,negative,1.0,Late Flight,0.6882,Virgin America,N/A,GunsNDip,N/A,0,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,N/A,2015-02-23 08:11:03 -0800,N/A,Pacific Time (US & Canada)
569891436100874241,negative,0.6925,Late Flight,0.3521,Virgin America,N/A,mrmichaellay,N/A,0,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,"[0.0, 0.0]",2015-02-23 08:08:01 -0800,Floridian from Cincinnati ,Eastern Time (US & Canada)
569887310713479168,negative,1.0,Late Flight,0.3486,Virgin America,N/A,GunsNDip,N/A,0,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,N/A,2015-02-23 07:51:37 -0800,N/A,Pacific Time (US & Canada)
569884551712886785,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,BeLeather,N/A,0,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,"[0.0, 0.0]",2015-02-23 07:40:39 -0800,N/A,Pacific Time (US & Canada)
569884407852437504,negative,1.0,Flight Booking Problems,0.6366,Virgin America,N/A,BeLeather,N/A,0,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,"[0.0, 0.0]",2015-02-23 07:40:05 -0800,N/A,Pacific Time (US & Canada)
569847920192655361,negative,1.0,Late Flight,1.0,Virgin America,N/A,nicholas_v,N/A,0,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?","[26.074379, -80.1416831]",2015-02-23 05:15:06 -0800,N/A,Eastern Time (US & Canada)
569748316776325120,negative,0.6832,Customer Service Issue,0.3773,Virgin America,N/A,usagibrian,N/A,0,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,N/A,2015-02-22 22:39:18 -0800,San Francisco CA,Pacific Time (US & Canada)
569741221783957504,negative,1.0,Flight Booking Problems,0.6767,Virgin America,N/A,usagibrian,N/A,0,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",N/A,2015-02-22 22:11:07 -0800,San Francisco CA,Pacific Time (US & Canada)
569737603617943552,negative,1.0,Customer Service Issue,0.6527,Virgin America,N/A,KindofLuke,N/A,0,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,N/A,2015-02-22 21:56:44 -0800,N/A,N/A
569666477265018881,negative,0.6703,Customer Service Issue,0.6703,Virgin America,N/A,ChrisFordisHere,N/A,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,"[51.04345575, -114.06071363]",2015-02-22 17:14:06 -0800,NYC,Tehran
569642845516275712,negative,1.0,Customer Service Issue,0.6448,Virgin America,N/A,melokudo,N/A,0,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,N/A,2015-02-22 15:40:12 -0800,N/A,Eastern Time (US & Canada)
569634318349246464,negative,1.0,Can't Tell,1.0,Virgin America,N/A,ChrysiChrysic,N/A,0,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,N/A,2015-02-22 15:06:19 -0800,N/A,N/A
569633279546036224,negative,1.0,Cancelled Flight,0.6875,Virgin America,N/A,ChrysiChrysic,N/A,0,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,N/A,2015-02-22 15:02:11 -0800,N/A,N/A
569630092273410048,negative,1.0,Late Flight,1.0,Virgin America,N/A,MOCBlogger,N/A,0,@VirginAmerica Another delayed flight? #likingyoulessandless,N/A,2015-02-22 14:49:31 -0800,San Diego,Alaska
569627480425766912,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,tfaz,N/A,0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,N/A,2015-02-22 14:39:09 -0800,"Oakland, California",Pacific Time (US & Canada)
569619569372823552,negative,1.0,Flight Booking Problems,1.0,Virgin America,N/A,GoShar2012,N/A,0,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,N/A,2015-02-22 14:07:43 -0800,"Providence, RI",Eastern Time (US & Canada)
569618527948115968,negative,0.6543,Flight Attendant Complaints,0.3562,Virgin America,N/A,MOCBlogger,N/A,0,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,N/A,2015-02-22 14:03:34 -0800,San Diego,Alaska
569614365755899905,negative,0.6889,Late Flight,0.6889,Virgin America,N/A,jarrydosborne,N/A,0,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,N/A,2015-02-22 13:47:02 -0800,New York,Eastern Time (US & Canada)
569609971383586817,negative,1.0,Cancelled Flight,1.0,Virgin America,N/A,mlorenzen,N/A,0,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",N/A,2015-02-22 13:29:34 -0800,"iPhone: 29.741360,-90.131523",Pacific Time (US & Canada)
569608328998887424,negative,0.679,Flight Booking Problems,0.3684,Virgin America,N/A,Tyler_Starrine,N/A,0,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,N/A,2015-02-22 13:23:03 -0800,Los Angeles,Pacific Time (US & Canada)
569596097540132864,negative,1.0,Damaged Luggage,0.6501,Virgin America,N/A,khartline,N/A,0,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,N/A,2015-02-22 12:34:26 -0800,Las Vegas,Pacific Time (US & Canada)
569594386066984960,negative,1.0,Damaged Luggage,1.0,Virgin America,N/A,khartline,N/A,0,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,N/A,2015-02-22 12:27:38 -0800,Las Vegas,Pacific Time (US & Canada)
569572942381649920,negative,1.0,Customer Service Issue,0.6983,Virgin America,N/A,paulnakada,N/A,0,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,N/A,2015-02-22 11:02:26 -0800,San Francisco,Pacific Time (US & Canada)
569572740723712001,negative,0.6593,Cancelled Flight,0.6593,Virgin America,N/A,RampantSmashing,N/A,0,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,N/A,2015-02-22 11:01:38 -0800,CA,N/A
569566981835218944,negative,1.0,Flight Booking Problems,0.6556,Virgin America,N/A,intlwriter,N/A,0,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",N/A,2015-02-22 10:38:45 -0800,@ the moment in New Delhi,Pacific Time (US & Canada)
569564853460807680,negative,1.0,Late Flight,0.3571,Virgin America,N/A,finslippy,N/A,0,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",N/A,2015-02-22 10:30:17 -0800,Brooklyn,Eastern Time (US & Canada)
569564610837086209,negative,1.0,Cancelled Flight,1.0,Virgin America,N/A,finslippy,N/A,0,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",N/A,2015-02-22 10:29:19 -0800,Brooklyn,Eastern Time (US & Canada)
569562202405019650,negative,1.0,Bad Flight,1.0,Virgin America,N/A,Gr8Fratsby,N/A,0,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,N/A,2015-02-22 10:19:45 -0800,"Washington, DC",Eastern Time (US & Canada)
569541127340040192,negative,0.6517,Customer Service Issue,0.3371,Virgin America,N/A,sbaaronson,N/A,0,@VirginAmerica is the website down?,N/A,2015-02-22 08:56:00 -0800,Los Angeles,N/A
569540405676654592,negative,0.68,Customer Service Issue,0.35,Virgin America,N/A,jonesbasf,N/A,0,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,N/A,2015-02-22 08:53:08 -0800,N/A,N/A
569494748341407744,negative,1.0,Customer Service Issue,0.7002,Virgin America,N/A,Gr8Fratsby,N/A,0,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,N/A,2015-02-22 05:51:43 -0800,"Washington, DC",Eastern Time (US & Canada)
569477692166316033,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,CSHangover,N/A,0,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,N/A,2015-02-22 04:43:56 -0800,Tokyo,Irkutsk
569461469042966528,negative,1.0,longlines,0.6818,Virgin America,N/A,girlphotophilly,N/A,0,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,N/A,2015-02-22 03:39:28 -0800,"Philadelphia, Pa",Eastern Time (US & Canada)
569369239183872000,negative,1.0,Can't Tell,0.6629999999999999,Virgin America,N/A,Boards707,N/A,0,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...",N/A,2015-02-21 21:32:59 -0800,"Belmar, NJ",Eastern Time (US & Canada)
569368160291463168,negative,1.0,Customer Service Issue,0.6777,Virgin America,N/A,MikeWiener,N/A,0,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,N/A,2015-02-21 21:28:42 -0800,N/A,Eastern Time (US & Canada)
569351220097216512,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,ChrysiChrysic,N/A,0,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,N/A,2015-02-21 20:21:23 -0800,N/A,N/A
569348775631675392,negative,1.0,Cancelled Flight,0.3709,Virgin America,N/A,ChrysiChrysic,N/A,0,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,N/A,2015-02-21 20:11:40 -0800,N/A,N/A
569323082701275138,negative,1.0,Customer Service Issue,0.7148,Virgin America,N/A,joyabsalon,N/A,0,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,N/A,2015-02-21 18:29:35 -0800,Northern Virginia,Eastern Time (US & Canada)
569318651502989312,negative,0.6791,Cancelled Flight,0.6791,Virgin America,N/A,meladorri,N/A,0,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,N/A,2015-02-21 18:11:58 -0800,"Boston, MA",Central Time (US & Canada)
569311060903268352,negative,1.0,Can't Tell,0.648,Virgin America,N/A,MarwaYousofzoy,N/A,0,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",N/A,2015-02-21 17:41:48 -0800,N/A,N/A
569310635986546688,negative,1.0,Flight Attendant Complaints,0.6729,Virgin America,N/A,TTINAC11,N/A,0,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,N/A,2015-02-21 17:40:07 -0800,"Las Vegas, NV",Mountain Time (US & Canada)
569304030847090688,negative,1.0,Flight Booking Problems,0.6705,Virgin America,N/A,alexrkonrad,N/A,0,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,N/A,2015-02-21 17:13:52 -0800,"New York, NY",Eastern Time (US & Canada)
569303931916038144,negative,1.0,Can't Tell,1.0,Virgin America,N/A,MarwaYousofzoy,N/A,0,@VirginAmerica you suck!,N/A,2015-02-21 17:13:29 -0800,N/A,N/A
569290361870426112,negative,1.0,Flight Booking Problems,0.6648,Virgin America,N/A,MaximWheatley,N/A,0,@VirginAmerica Just DM'd. Same issue persisting.,N/A,2015-02-21 16:19:33 -0800,"Washington, DC",Atlantic Time (Canada)
569282249717194754,negative,1.0,Cancelled Flight,1.0,Virgin America,N/A,FiDiFamilies,N/A,0,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,N/A,2015-02-21 15:47:19 -0800,New York City ,Eastern Time (US & Canada)
569277854950817792,negative,1.0,Flight Booking Problems,1.0,Virgin America,N/A,lexiesalas,N/A,0,@VirginAmerica trying to book a flight &amp; your site is down 😁,N/A,2015-02-21 15:29:51 -0800,BAYAREA✈️NYC,Pacific Time (US & Canada)
569277352129138688,negative,0.7158,Cancelled Flight,0.7158,Virgin America,N/A,Artenis15,N/A,0,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,N/A,2015-02-21 15:27:52 -0800,MA // Ashton in Wonderland,Eastern Time (US & Canada)
569263837448269826,negative,1.0,Cancelled Flight,1.0,Virgin America,N/A,NancyJFriedman,N/A,0,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,N/A,2015-02-21 14:34:09 -0800,New York City,Eastern Time (US & Canada)
569262225900359680,negative,1.0,Customer Service Issue,0.6733,Virgin America,N/A,MaximWheatley,N/A,0,@VirginAmerica Your website is down and I'm trying to check in!,N/A,2015-02-21 14:27:45 -0800,"Washington, DC",Atlantic Time (Canada)
569247769166266368,negative,0.7053,Bad Flight,0.7053,Virgin America,N/A,wmrrock,N/A,0,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,N/A,2015-02-21 13:30:18 -0800,CT,Eastern Time (US & Canada)
569247394002563072,negative,1.0,Late Flight,1.0,Virgin America,N/A,wmrrock,N/A,0,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,N/A,2015-02-21 13:28:49 -0800,CT,Eastern Time (US & Canada)
569244860286263297,negative,0.642,Cancelled Flight,0.642,Virgin America,N/A,BigRichTexasPam,N/A,0,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,"[32.8437698, -96.84928399]",2015-02-21 13:18:45 -0800,FREE ADVICE! ,Central Time (US & Canada)
569238877178716161,negative,1.0,Cancelled Flight,0.6735,Virgin America,N/A,MistakeCakeJake,N/A,0,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,N/A,2015-02-21 12:54:58 -0800,N/A,Central Time (US & Canada)
569237252154372097,negative,1.0,Customer Service Issue,0.6968,Virgin America,N/A,NoelArtiles,N/A,0,@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.,"[0.0, 0.0]",2015-02-21 12:48:31 -0800,"Austin, TX",Central Time (US & Canada)
569236251129163777,negative,0.6990000000000001,Customer Service Issue,0.6990000000000001,Virgin America,N/A,floatingatoll,N/A,0,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",N/A,2015-02-21 12:44:32 -0800,"Silicon Valley, California",Pacific Time (US & Canada)
569230983075115010,negative,0.664,Cancelled Flight,0.3412,Virgin America,N/A,aaronkurlander,N/A,0,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,N/A,2015-02-21 12:23:36 -0800,"New York, NY",Eastern Time (US & Canada)
569229785500680192,negative,1.0,Cancelled Flight,0.6452,Virgin America,N/A,aaronkurlander,N/A,0,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",N/A,2015-02-21 12:18:51 -0800,"New York, NY",Eastern Time (US & Canada)
569226875349835776,negative,1.0,Customer Service Issue,0.6766,Virgin America,N/A,borknagar,N/A,0,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,N/A,2015-02-21 12:07:17 -0800,chile,Santiago
569224234150404096,negative,1.0,Flight Booking Problems,0.6954,Virgin America,N/A,propsonline,N/A,0,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,N/A,2015-02-21 11:56:47 -0800,"California, USA",Pacific Time (US & Canada)
569223788639821824,negative,1.0,Cancelled Flight,1.0,Virgin America,N/A,propsonline,N/A,0,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,N/A,2015-02-21 11:55:01 -0800,"California, USA",Pacific Time (US & Canada)
569221156504530944,negative,1.0,Can't Tell,0.6526,Virgin America,N/A,shounshounette,N/A,0,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,N/A,2015-02-21 11:44:33 -0800,N/A,N/A
569218762907324416,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,DonnellyPatrick,N/A,0,@VirginAmerica hold times at call center are a bit much,N/A,2015-02-21 11:35:03 -0800,SF Bay Area,Pacific Time (US & Canada)
569211675108179968,negative,0.6455,Flight Booking Problems,0.3497,Virgin America,N/A,josephschwegler,N/A,0,@VirginAmerica Site down? #help,N/A,2015-02-21 11:06:53 -0800,N/A,Pacific Time (US & Canada)
569204272795004928,negative,0.6701,Customer Service Issue,0.3505,Virgin America,N/A,daniellewolff,N/A,0,"@VirginAmerica Trying to reset my password, email never arrives. Help?",N/A,2015-02-21 10:37:28 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569200606595952640,negative,0.6489,Late Flight,0.6489,Virgin America,N/A,stephenasilverm,N/A,0,@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,N/A,2015-02-21 10:22:54 -0800,N/A,N/A
569198782421663745,negative,0.6786,Cancelled Flight,0.6786,Virgin America,N/A,mrl6626,N/A,0,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",N/A,2015-02-21 10:15:39 -0800,N/A,Arizona
569192778468626432,negative,1.0,Customer Service Issue,1.0,Virgin America,N/A,bluesmoon,N/A,0,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",N/A,2015-02-21 09:51:48 -0800,"Cambridge, MA, USA, Earth",Eastern Time (US & Canada)
